Stock,Quantity,Side,Status
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,233,buy,completed
ASTS,233,buy,completed
BAC,233,buy,completed
DOMO,233,buy,completed
EAT,233,buy,completed
FYBR,233,buy,completed
MRO,523,buy,completed
MS,233,buy,completed
NIO,233,buy,completed
OKTA,233,buy,completed
QCOM,233,buy,completed
TLRY,233,buy,completed
CGC,290,sell,"failed: asset ""CGC"" cannot be sold short"
GS,290,sell,completed
GS,0,sell,not completed: qty is 0
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,1,sell,completed
ANF,1,sell,completed
ASTS,290,buy,completed
BAC,1,sell,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,1,sell,completed
EAT,1,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,1,sell,completed
GM,1,sell,completed
GS,1,sell,completed
LUMN,1,sell,completed
MS,1,sell,completed
NIO,1,sell,completed
NVDA,1,sell,completed
OKTA,1,sell,completed
QCOM,1,sell,completed
SNAP,1,sell,completed
TLN,1,sell,completed
TLRY,1,sell,completed
TSLA,1,sell,completed
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
MRO,291,sell,completed
MRO,0,sell,not completed: qty is 0
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,1,buy,completed
BRFS,1,buy,completed
CAVA,1,buy,completed
CDE,1,buy,completed
CORZ,1,buy,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
GM,1,buy,completed
LUMN,1,buy,completed
NVDA,1,buy,completed
SNAP,1,buy,completed
TLN,1,buy,completed
TSLA,1,buy,completed
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,291,buy,completed
ANF,675,sell,completed
BAC,291,buy,completed
BRFS,675,sell,completed
CAVA,675,sell,completed
CDE,675,sell,completed
CORZ,675,sell,completed
DOMO,291,buy,completed
EAT,291,buy,completed
ERJ,675,sell,completed
FTAI,675,sell,completed
FYBR,291,buy,completed
GM,675,sell,completed
GS,291,buy,completed
LUMN,675,sell,completed
MRO,291,buy,completed
MS,291,buy,completed
NIO,291,buy,completed
NVDA,675,sell,completed
OKTA,291,buy,completed
QCOM,291,buy,completed
SNAP,675,sell,completed
TLN,675,sell,completed
TLRY,291,buy,completed
TSLA,675,sell,completed
